Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2016T2;108,138
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2016T1;104,720
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2015T4;101,505
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2015T3;99,348
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2015T2;100,791
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2015T1;98,355
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2014T4;96,422
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2014T3;97,466
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2014T2;96,125
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2014T1;93,271
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2013T4;91,978
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2013T3;97,271
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2013T2;95,867
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2013T1;98,087
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2012T4;100,093
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2012T3;102,914
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2012T2;105,769
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2012T1;109,885
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2011T4;114,817
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2011T3;117,136
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2011T2;120,866
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2011T1;122,465
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2010T4;124,014
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2010T3;126,135
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2010T2;128,718
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2010T1;126,194
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2009T4;129,318
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2009T3;130,527
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2009T2;132,508
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2009T1;134,406
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2008T4;136,843
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2008T3;137,197
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2008T2;135,786
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2008T1;134,213
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2007T4;133,272
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2007T3;128,987
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2007T2;125,997
Nacional;10 Comunitat Valenciana;Vivienda nueva;Índice;2007T1;121,972
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2025T2;161,443
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2025T1;153,906
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2024T4;149,809
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2024T3;146,753
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2024T2;142,365
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2024T1;136,466
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2023T4;133,746
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2023T3;134,801
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2023T2;131,685
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2023T1;128,492
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2022T4;128,880
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2022T3;129,863
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2022T2;128,532
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2022T1;125,564
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2021T4;123,114
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2021T3;121,468
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2021T2;119,151
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2021T1;115,527
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2020T4;115,384
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2020T3;115,169
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2020T2;114,370
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2020T1;114,122
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2019T4;114,114
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2019T3;114,166
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2019T2;112,636
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2019T1;110,665
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2018T4;109,919
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2018T3;109,939
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2018T2;108,386
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2018T1;106,866
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2017T4;106,294
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2017T3;105,049
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2017T2;104,285
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2017T1;103,541
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2016T4;102,293
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2016T3;102,153
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2016T2;102,153
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2016T1;101,793
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2015T4;100,828
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2015T3;101,022
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2015T2;101,117
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2015T1;97,032
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2014T4;98,258
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2014T3;98,958
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2014T2;98,761
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2014T1;95,791
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2013T4;95,924
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2013T3;97,498
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2013T2;95,712
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2013T1;97,368
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2012T4;101,880
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2012T3;103,865
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2012T2;107,829
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2012T1;111,920
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2011T4;119,461
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2011T3;122,701
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2011T2;127,745
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2011T1;129,449
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2010T4;136,160
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2010T3;135,544
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2010T2;139,124
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2010T1;137,577
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2009T4;139,298
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2009T3;139,072
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2009T2;140,074
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2009T1;139,160
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2008T4;144,957
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2008T3;150,326
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2008T2;154,153
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2008T1;156,693
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2007T4;156,376
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2007T3;158,053
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2007T2;156,810
Nacional;10 Comunitat Valenciana;Vivienda segunda mano;Índice;2007T1;151,152
Nacional;11 Extremadura;Vivienda nueva;Índice;2025T2;167,711
Nacional;11 Extremadura;Vivienda nueva;Índice;2025T1;166,355
Nacional;11 Extremadura;Vivienda nueva;Índice;2024T4;160,098
Nacional;11 Extremadura;Vivienda nueva;Índice;2024T3;157,329
Nacional;11 Extremadura;Vivienda nueva;Índice;2024T2;150,263
Nacional;11 Extremadura;Vivienda nueva;Índice;2024T1;149,546
Nacional;11 Extremadura;Vivienda nueva;Índice;2023T4;148,292
Nacional;11 Extremadura;Vivienda nueva;Índice;2023T3;147,258
Nacional;11 Extremadura;Vivienda nueva;Índice;2023T2;148,559
Nacional;11 Extremadura;Vivienda nueva;Índice;2023T1;145,330
Nacional;11 Extremadura;Vivienda nueva;Índice;2022T4;145,324
Nacional;11 Extremadura;Vivienda nueva;Índice;2022T3;143,983
Nacional;11 Extremadura;Vivienda nueva;Índice;2022T2;142,337
Nacional;11 Extremadura;Vivienda nueva;Índice;2022T1;143,475
Nacional;11 Extremadura;Vivienda nueva;Índice;2021T4;138,904
Nacional;11 Extremadura;Vivienda nueva;Índice;2021T3;135,487
Nacional;11 Extremadura;Vivienda nueva;Índice;2021T2;131,324
Nacional;11 Extremadura;Vivienda nueva;Índice;2021T1;129,120
Nacional;11 Extremadura;Vivienda nueva;Índice;2020T4;130,441
Nacional;11 Extremadura;Vivienda nueva;Índice;2020T3;131,605
Nacional;11 Extremadura;Vivienda nueva;Índice;2020T2;127,887
Nacional;11 Extremadura;Vivienda nueva;Índice;2020T1;133,244
Nacional;11 Extremadura;Vivienda nueva;Índice;2019T4;133,578
Nacional;11 Extremadura;Vivienda nueva;Índice;2019T3;131,955
Nacional;11 Extremadura;Vivienda nueva;Índice;2019T2;126,803
Nacional;11 Extremadura;Vivienda nueva;Índice;2019T1;130,021
Nacional;11 Extremadura;Vivienda nueva;Índice;2018T4;121,633
Nacional;11 Extremadura;Vivienda nueva;Índice;2018T3;121,308
Nacional;11 Extremadura;Vivienda nueva;Índice;2018T2;117,468
Nacional;11 Extremadura;Vivienda nueva;Índice;2018T1;113,964
Nacional;11 Extremadura;Vivienda nueva;Índice;2017T4;107,803
Nacional;11 Extremadura;Vivienda nueva;Índice;2017T3;111,063
Nacional;11 Extremadura;Vivienda nueva;Índice;2017T2;109,938
Nacional;11 Extremadura;Vivienda nueva;Índice;2017T1;109,964
Nacional;11 Extremadura;Vivienda nueva;Índice;2016T4;107,855
Nacional;11 Extremadura;Vivienda nueva;Índice;2016T3;111,094
Nacional;11 Extremadura;Vivienda nueva;Índice;2016T2;108,421
Nacional;11 Extremadura;Vivienda nueva;Índice;2016T1;102,511
Nacional;11 Extremadura;Vivienda nueva;Índice;2015T4;100,911
Nacional;11 Extremadura;Vivienda nueva;Índice;2015T3;100,249
Nacional;11 Extremadura;Vivienda nueva;Índice;2015T2;99,597
Nacional;11 Extremadura;Vivienda nueva;Índice;2015T1;99,243
Nacional;11 Extremadura;Vivienda nueva;Índice;2014T4;95,068
Nacional;11 Extremadura;Vivienda nueva;Índice;2014T3;95,082
Nacional;11 Extremadura;Vivienda nueva;Índice;2014T2;95,662
Nacional;11 Extremadura;Vivienda nueva;Índice;2014T1;96,061
Nacional;11 Extremadura;Vivienda nueva;Índice;2013T4;96,356
Nacional;11 Extremadura;Vivienda nueva;Índice;2013T3;102,169
Nacional;11 Extremadura;Vivienda nueva;Índice;2013T2;100,911
Nacional;11 Extremadura;Vivienda nueva;Índice;2013T1;107,551
Nacional;11 Extremadura;Vivienda nueva;Índice;2012T4;118,285
Nacional;11 Extremadura;Vivienda nueva;Índice;2012T3;122,844
Nacional;11 Extremadura;Vivienda nueva;Índice;2012T2;123,584
Nacional;11 Extremadura;Vivienda nueva;Índice;2012T1;125,361
Nacional;11 Extremadura;Vivienda nueva;Índice;2011T4;129,709
Nacional;11 Extremadura;Vivienda nueva;Índice;2011T3;132,646
Nacional;11 Extremadura;Vivienda nueva;Índice;2011T2;132,843
Nacional;11 Extremadura;Vivienda nueva;Índice;2011T1;133,894
Nacional;11 Extremadura;Vivienda nueva;Índice;2010T4;136,535
Nacional;11 Extremadura;Vivienda nueva;Índice;2010T3;135,844
Nacional;11 Extremadura;Vivienda nueva;Índice;2010T2;141,772
Nacional;11 Extremadura;Vivienda nueva;Índice;2010T1;135,750
Nacional;11 Extremadura;Vivienda nueva;Índice;2009T4;133,600
Nacional;11 Extremadura;Vivienda nueva;Índice;2009T3;135,845
Nacional;11 Extremadura;Vivienda nueva;Índice;2009T2;135,389
Nacional;11 Extremadura;Vivienda nueva;Índice;2009T1;132,309
Nacional;11 Extremadura;Vivienda nueva;Índice;2008T4;131,239
Nacional;11 Extremadura;Vivienda nueva;Índice;2008T3;135,303
Nacional;11 Extremadura;Vivienda nueva;Índice;2008T2;133,349
Nacional;11 Extremadura;Vivienda nueva;Índice;2008T1;129,619
Nacional;11 Extremadura;Vivienda nueva;Índice;2007T4;128,300
Nacional;11 Extremadura;Vivienda nueva;Índice;2007T3;124,337
Nacional;11 Extremadura;Vivienda nueva;Índice;2007T2;123,189
Nacional;11 Extremadura;Vivienda nueva;Índice;2007T1;118,956
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2025T2;136,979
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2025T1;130,596
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2024T4;125,723
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2024T3;125,062
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2024T2;122,126
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2024T1;117,762
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2023T4;115,142
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2023T3;115,470
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2023T2;114,638
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2023T1;111,254
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2022T4;112,648
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2022T3;114,339
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2022T2;112,811
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2022T1;110,094
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2021T4;109,692
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2021T3;107,317
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2021T2;107,325
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2021T1;103,219
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2020T4;104,693
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2020T3;104,324
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2020T2;105,663
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2020T1;103,146
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2019T4;103,989
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2019T3;104,272
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2019T2;104,183
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2019T1;102,954
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2018T4;102,225
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2018T3;103,177
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2018T2;102,783
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2018T1;101,143
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2017T4;100,061
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2017T3;101,229
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2017T2;100,766
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2017T1;100,929
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2016T4;99,853
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2016T3;101,088
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2016T2;100,503
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2016T1;100,680
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2015T4;99,944
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2015T3;100,426
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2015T2;100,349
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2015T1;99,281
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2014T4;98,033
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2014T3;97,487
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2014T2;100,144
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2014T1;98,860
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2013T4;98,554
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2013T3;101,021
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2013T2;103,209
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2013T1;105,108
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2012T4;114,914
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2012T3;114,250
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2012T2;120,606
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2012T1;121,249
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2011T4;125,506
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2011T3;130,557
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2011T2;131,372
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2011T1;131,724
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2010T4;143,190
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2010T3;142,045
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2010T2;145,967
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2010T1;141,907
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2009T4;142,101
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2009T3;145,318
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2009T2;145,587
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2009T1;140,238
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2008T4;139,268
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2008T3;146,139
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2008T2;150,369
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2008T1;149,443
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2007T4;148,060
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2007T3;149,503
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2007T2;147,380
Nacional;11 Extremadura;Vivienda segunda mano;Índice;2007T1;142,123
Nacional;12 Galicia;Vivienda nueva;Índice;2025T2;190,339
Nacional;12 Galicia;Vivienda nueva;Índice;2025T1;184,622
Nacional;12 Galicia;Vivienda nueva;Índice;2024T4;177,017
Nacional;12 Galicia;Vivienda nueva;Índice;2024T3;175,350
Nacional;12 Galicia;Vivienda nueva;Índice;2024T2;172,325
Nacional;12 Galicia;Vivienda nueva;Índice;2024T1;170,540
Nacional;12 Galicia;Vivienda nueva;Índice;2023T4;159,099
Nacional;12 Galicia;Vivienda nueva;Índice;2023T3;164,769
Nacional;12 Galicia;Vivienda nueva;Índice;2023T2;160,480
Nacional;12 Galicia;Vivienda nueva;Índice;2023T1;157,749
Nacional;12 Galicia;Vivienda nueva;Índice;2022T4;149,137
Nacional;12 Galicia;Vivienda nueva;Índice;2022T3;147,224
Nacional;12 Galicia;Vivienda nueva;Índice;2022T2;145,645
Nacional;12 Galicia;Vivienda nueva;Índice;2022T1;144,565
Nacional;12 Galicia;Vivienda nueva;Índice;2021T4;139,316
Nacional;12 Galicia;Vivienda nueva;Índice;2021T3;138,950
Nacional;12 Galicia;Vivienda nueva;Índice;2021T2;134,494
Nacional;12 Galicia;Vivienda nueva;Índice;2021T1;132,331
Nacional;12 Galicia;Vivienda nueva;Índice;2020T4;131,101
Nacional;12 Galicia;Vivienda nueva;Índice;2020T3;136,784
Nacional;12 Galicia;Vivienda nueva;Índice;2020T2;129,906
Nacional;12 Galicia;Vivienda nueva;Índice;2020T1;130,088
Nacional;12 Galicia;Vivienda nueva;Índice;2019T4;127,941
Nacional;12 Galicia;Vivienda nueva;Índice;2019T3;124,295
Nacional;12 Galicia;Vivienda nueva;Índice;2019T2;124,711
Nacional;12 Galicia;Vivienda nueva;Índice;2019T1;123,369
Nacional;12 Galicia;Vivienda nueva;Índice;2018T4;120,868
Nacional;12 Galicia;Vivienda nueva;Índice;2018T3;117,304
Nacional;12 Galicia;Vivienda nueva;Índice;2018T2;114,485
Nacional;12 Galicia;Vivienda nueva;Índice;2018T1;115,000
Nacional;12 Galicia;Vivienda nueva;Índice;2017T4;109,707
Nacional;12 Galicia;Vivienda nueva;Índice;2017T3;110,530
Nacional;12 Galicia;Vivienda nueva;Índice;2017T2;108,531
Nacional;12 Galicia;Vivienda nueva;Índice;2017T1;106,753
Nacional;12 Galicia;Vivienda nueva;Índice;2016T4;104,505
Nacional;12 Galicia;Vivienda nueva;Índice;2016T3;106,252
Nacional;12 Galicia;Vivienda nueva;Índice;2016T2;106,389
Nacional;12 Galicia;Vivienda nueva;Índice;2016T1;104,044
Nacional;12 Galicia;Vivienda nueva;Índice;2015T4;101,063
Nacional;12 Galicia;Vivienda nueva;Índice;2015T3;100,762
Nacional;12 Galicia;Vivienda nueva;Índice;2015T2;99,195
Nacional;12 Galicia;Vivienda nueva;Índice;2015T1;98,980
Nacional;12 Galicia;Vivienda nueva;Índice;2014T4;95,825
Nacional;12 Galicia;Vivienda nueva;Índice;2014T3;98,545
Nacional;12 Galicia;Vivienda nueva;Índice;2014T2;98,656
Nacional;12 Galicia;Vivienda nueva;Índice;2014T1;96,038
Nacional;12 Galicia;Vivienda nueva;Índice;2013T4;93,745
Nacional;12 Galicia;Vivienda nueva;Índice;2013T3;99,215
Nacional;12 Galicia;Vivienda nueva;Índice;2013T2;97,510
Nacional;12 Galicia;Vivienda nueva;Índice;2013T1;99,764
Nacional;12 Galicia;Vivienda nueva;Índice;2012T4;106,889
Nacional;12 Galicia;Vivienda nueva;Índice;2012T3;106,502
Nacional;12 Galicia;Vivienda nueva;Índice;2012T2;111,518
Nacional;12 Galicia;Vivienda nueva;Índice;2012T1;113,659
Nacional;12 Galicia;Vivienda nueva;Índice;2011T4;121,633
Nacional;12 Galicia;Vivienda nueva;Índice;2011T3;124,392
Nacional;12 Galicia;Vivienda nueva;Índice;2011T2;126,795
Nacional;12 Galicia;Vivienda nueva;Índice;2011T1;127,048
Nacional;12 Galicia;Vivienda nueva;Índice;2010T4;128,980
Nacional;12 Galicia;Vivienda nueva;Índice;2010T3;127,679
Nacional;12 Galicia;Vivienda nueva;Índice;2010T2;133,099
Nacional;12 Galicia;Vivienda nueva;Índice;2010T1;130,489
Nacional;12 Galicia;Vivienda nueva;Índice;2009T4;131,730
Nacional;12 Galicia;Vivienda nueva;Índice;2009T3;132,965
Nacional;12 Galicia;Vivienda nueva;Índice;2009T2;134,209
Nacional;12 Galicia;Vivienda nueva;Índice;2009T1;133,929
Nacional;12 Galicia;Vivienda nueva;Índice;2008T4;133,500
Nacional;12 Galicia;Vivienda nueva;Índice;2008T3;133,900
Nacional;12 Galicia;Vivienda nueva;Índice;2008T2;132,297
Nacional;12 Galicia;Vivienda nueva;Índice;2008T1;130,134
Nacional;12 Galicia;Vivienda nueva;Índice;2007T4;129,624
Nacional;12 Galicia;Vivienda nueva;Índice;2007T3;125,602
Nacional;12 Galicia;Vivienda nueva;Índice;2007T2;121,820
Nacional;12 Galicia;Vivienda nueva;Índice;2007T1;118,588
Nacional;12 Galicia;Vivienda segunda mano;Índice;2025T2;153,557
Nacional;12 Galicia;Vivienda segunda mano;Índice;2025T1;146,251
Nacional;12 Galicia;Vivienda segunda mano;Índice;2024T4;141,429
Nacional;12 Galicia;Vivienda segunda mano;Índice;2024T3;139,582
Nacional;12 Galicia;Vivienda segunda mano;Índice;2024T2;135,790
Nacional;12 Galicia;Vivienda segunda mano;Índice;2024T1;131,011
Nacional;12 Galicia;Vivienda segunda mano;Índice;2023T4;128,050
Nacional;12 Galicia;Vivienda segunda mano;Índice;2023T3;129,802
Nacional;12 Galicia;Vivienda segunda mano;Índice;2023T2;127,307
Nacional;12 Galicia;Vivienda segunda mano;Índice;2023T1;125,097
Nacional;12 Galicia;Vivienda segunda mano;Índice;2022T4;124,425
Nacional;12 Galicia;Vivienda segunda mano;Índice;2022T3;125,584
Nacional;12 Galicia;Vivienda segunda mano;Índice;2022T2;124,863
Nacional;12 Galicia;Vivienda segunda mano;Índice;2022T1;122,138
Nacional;12 Galicia;Vivienda segunda mano;Índice;2021T4;119,625
Nacional;12 Galicia;Vivienda segunda mano;Índice;2021T3;118,391
Nacional;12 Galicia;Vivienda segunda mano;Índice;2021T2;116,064
Nacional;12 Galicia;Vivienda segunda mano;Índice;2021T1;112,997
Nacional;12 Galicia;Vivienda segunda mano;Índice;2020T4;111,891
Nacional;12 Galicia;Vivienda segunda mano;Índice;2020T3;111,323
Nacional;12 Galicia;Vivienda segunda mano;Índice;2020T2;112,133
Nacional;12 Galicia;Vivienda segunda mano;Índice;2020T1;110,443
Nacional;12 Galicia;Vivienda segunda mano;Índice;2019T4;110,786
Nacional;12 Galicia;Vivienda segunda mano;Índice;2019T3;110,372
Nacional;12 Galicia;Vivienda segunda mano;Índice;2019T2;109,450
Nacional;12 Galicia;Vivienda segunda mano;Índice;2019T1;107,231
Nacional;12 Galicia;Vivienda segunda mano;Índice;2018T4;106,909
Nacional;12 Galicia;Vivienda segunda mano;Índice;2018T3;106,798
Nacional;12 Galicia;Vivienda segunda mano;Índice;2018T2;105,086
Nacional;12 Galicia;Vivienda segunda mano;Índice;2018T1;104,161
Nacional;12 Galicia;Vivienda segunda mano;Índice;2017T4;103,774
Nacional;12 Galicia;Vivienda segunda mano;Índice;2017T3;102,923
Nacional;12 Galicia;Vivienda segunda mano;Índice;2017T2;101,343
Nacional;12 Galicia;Vivienda segunda mano;Índice;2017T1;101,706
Nacional;12 Galicia;Vivienda segunda mano;Índice;2016T4;101,282
Nacional;12 Galicia;Vivienda segunda mano;Índice;2016T3;101,557
Nacional;12 Galicia;Vivienda segunda mano;Índice;2016T2;100,433
Nacional;12 Galicia;Vivienda segunda mano;Índice;2016T1;100,624
Nacional;12 Galicia;Vivienda segunda mano;Índice;2015T4;99,587
Nacional;12 Galicia;Vivienda segunda mano;Índice;2015T3;101,533
